id,name,description,req_desc,ability_req,abil_req_val,skill_req,skill_req_val,feat_cat_req,pow_abil_req,mart_abil_req,pow_prof_req,mart_prof_req,speed_req,feat_lvl,lvl_req,uses_per_rec,rec_period,category,ability,tags,char_feat,state_feat
324,Impressive Presence,"When you fail a Charisma skill roll, you may use a quick reaction to re-roll and take the new result. Once this turns a failure into a success, it counts as a use of this feat.",,Charisma,2,,,,,,,,,1,,1,Partial,Utility,Charisma,"Reaction,Re-roll,Charisma Skill,",true,false
765,Impressive Presence II,"When you fail a Charisma skill roll, you may use a quick reaction to re-roll and take the new result. Once this turns a failure into a success, it counts as a use of this feat.",,Charisma,3,,,,,,,,,1,,2,Partial,Utility,Charisma,"Reaction,Re-roll,Charisma Skill,",true,false
325,Improvise,"Remove or reduce 1 technique part from a technique upon performing it. You don't pay the Energy cost for said part. (This does not permanently remove technique parts, only upon performing.)",,,,,,,,,,,,1,,3,Partial,Utility,,"Technique,Energy Cost Reduction,",false,false
326,Improvise II,"Remove or reduce up to 2 technique parts from a technique upon performing it. You don't pay the Energy cost for said parts. (This does not permanently remove technique parts, only upon performing.)",,,,,,,,,,,,2,4,5,Partial,Utility,,"Technique,Energy Cost Reduction,",false,false
327,Improvised Forgery,You may attempt to forge items even if you have only a little knowledge of what the original documents look like. The Difficulty Score for this type of forgery cannot be higher than 20.,,,,Forgery,5,,,,,,,1,,,,,,,true,false
328,In a Rhythm,"As a quick action, you gain +2 to all Charisma-based skill rolls for 10 minutes.",,Charisma,2,,,,,,,,,1,,1,Full,Utility,Charisma,"Quick Action,Charisma Skill",true,false
329,In Tune,You can understand any language when it is spoken. Creatures that can understand any language can understand you when you speak in any language.,At least 7 total between all mental abilities.,,,,,,,,,,,1,8,,,Utility,,Language,true,false
330,Inborn Power,You gain +1 to your Power Bonus and Potency when using Innate Powers.,,,,,,,,,2,,,1,,,,Offensive,,"State,Power,Potency Bonus,",false,true
331,Incorporeal,"While in the form, you have -5 to all physical d20 rolls and defenses and cannot use non-innate powers or techniques. You are resistant to all damage types other than spiritual and have a flying speed equal to 1/2 your speed up to a height of 3 spaces.",,,,,,,,,,,,1,,,,Utility,,"State,Incorporeal,Damage Resistance,",false,true
332,Indomitable,"When your defense is overcome, you can add an amount equal to your level to the score or roll to potentially change the outcome.",,,,,,,,,,,,1,,1,Full,Defensive,,Defense,false,false
333,Indomitable II,"When your defense is overcome, you can add an amount equal to your level to the score or roll to potentially change the outcome.",,,,,,,,,,,,2,14,2,Full,Defensive,,Defense,false,false
334,Indomitable III,"When your defense is overcome, you can add an amount equal to your level to the score or roll to potentially change the outcome.",,,,,,,,,,,,3,18,3,Full,Defensive,,Defense,false,false
335,Indomitable Might,"When you would fail a Strength skill or defense roll, you may choose to use the score as the rolled value instead.",,"Might, Strength","4, 3",,,,,,,,,1,14,2,Full,Utility,Strength,"Strength Skill,Defense Roll",true,false
336,Indomitable Might II,"When you would fail a Strength skill or defense roll, you may choose to use the score as the rolled value instead.",,"Might, Strength","4, 4",,,,,,,,,2,16,,,Utility,Strength,"Strength Skill,Defense Roll",true,false
337,Innate Blasts,The damage dealt by your innate powers (if any) is increased by your power ability.,,,,,,,,,,,,1,,,,Offensive,,"Innate Power,Damage Increase,",false,false
338,Innate Empowered Technique,Your innate powers can be empowered techniques.,,,,,,,,,1,1,,1,,,,Power,,"Powered Martial,Innate Power,Technique,",false,false
339,Innate Martial,"You can have an innate technique costing no energy provided its energy cost is at or below 4, it takes a basic action or reaction, and has no energy gain or healing parts.",,,,,,,,,,1,,1,5,,,Martial,,"Technique,Innate,Energy,",false,false
340,Insane Vitality,Your Vitality increases and can exceed the maximum by 4. Choose 4 of your other abilities; they decrease by 1.,,Vitality,4,,,,,,,,,1,20,,,Utility,Vitality,Vitality Bonus,true,false
341,Inspire,"As a quick action, you may grant a creature who can see or hear you an inspiration die. This inspiration die is 1d6, which the creature can use whenever they fail a d20 roll or when an effect overcomes their defense to add to the roll/score, potentially causing it to succeed/fail. A creature can only have 1 inspiration die at a time. The die lasts for an hour or until used.",,Charisma,2,,,,,,,,,1,,3,Partial,Support,,"Quick Action,Inspiration,Ally,",false,false
766,Inspire II,"As a quick action, you may grant a creature who can see or hear you an inspiration die. This inspiration die is 1d8, which the creature can use whenever they fail a d20 roll or when an effect overcomes their defense to add to the roll/score, potentially causing it to succeed/fail. A creature can only have 1 inspiration die at a time. The die lasts for an hour or until used.",,Charisma,2,,,,,,,,,2,6,4,Partial,Support,,"Quick Action,Inspiration,Ally,",false,false
767,Inspire III,"As a quick action, you may grant a creature who can see or hear you an inspiration die. This inspiration die is 1d10, which the creature can use whenever they fail a d20 roll or when an effect overcomes their defense to add to the roll/score, potentially causing it to succeed/fail. A creature can only have 1 inspiration die at a time. The die lasts for an hour or until used.",,Charisma,3,,,,,,,,,3,10,5,Partial,Support,,"Quick Action,Inspiration,Ally,",false,false
768,Inspire IV,"As a quick action, you may grant a creature who can see or hear you an inspiration die. This inspiration die is 1d12, which the creature can use whenever they fail a d20 roll or when an effect overcomes their defense to add to the roll/score, potentially causing it to succeed/fail. A creature can only have 1 inspiration die at a time. The die lasts for an hour or until used.",,Charisma,3,,,,,,,,,4,14,6,Partial,Support,,"Quick Action,Inspiration,Ally,",false,false
342,Invigorating Inspiration,"As a basic action, you may give each ally who can see or hear you within 6 spaces Health or Energy equal to your level.",,Charisma,3,,,,,,,,,1,8,2,Full,Utility,Charisma,"Energy Increase,Heal,Support,",false,false
343,Inspiring Leader,Gain a +3 bonus to Persuade or Motivate skill rolls when encouraging allies.,,,,,,,,,,,,1,,,,Utility,,"Persuade,Motivate,Ally,",true,false
344,Inspiring Maneuver,"When you perform a technique costing more than or equal to 10 Energy, you may distribute overheal Health to creatures of your choice within 6 spaces. The number of Health you can distribute is equal to 2d4 plus 1/2 your level.",,,,,,,,,,,,1,,,,Utility,,"Technique,Heal,Support,",false,false
345,Instinctive Arcanist,When using the Power Improvisation Action you may treat a failed Power Improvisation Roll as one Success higher.,,,,,,,,,,,,1,6,,,Utility,,Power Improvisation,true,false
346,Instinctive Incision,Increase your Attack Rolls by +2 against one enemy of your choice that moved in the last round.,,Acuity,4,,,,,,,,,1,6,,,Offensive,Acuity,"Attack Increase,Moving Target,",false,false
347,Instinctive Observer,"Each time a trigger allows you to take the Detect Reaction, you can do so without Action Point cost.",,Acuity,2,,,,,,,,,1,,,,Action,Acuity,"Detect,Free Reaction,",true,false
348,Intervention,You may use a power on your turn that costs equal to or less than 35 without spending any Energy.,,,,,,,4,,3,,,1,5,1,Full,Utility,,"Power,Free Cast,",false,false
349,Intervention II,You may use a power on your turn that costs equal to or less than 80 without spending any Energy.,,,,,,,5,,4,,,2,10,1,Full,Utility,,"Power,Free Cast,",false,false
350,Intimidating Physique,Add 1/2 of your Strength to Intimidate rolls.,,,,,,,,,,,,1,,,,Utility,Strength,Intimidation,true,false
351,Intimidating Physique II,Add your Strength to Intimidate rolls.,,,,,,,,,,,,2,4,,,Utility,Strength,Intimidation,true,false
352,Intimidating Presence,"As a quick action, you may roll Intimidation against each creature of your choice within 6 spaces of you. If your roll equals or exceeds their Resolve score(s), the target(s) gains the Frightened 2 condition for 1 minute, rolling against your Intimidate Score to overcome on subsequent turns.",,,,Intimidate,4,,,,,,,1,,1,Full,Utility,,"Intimidation,Frightened",true,false
769,Intimidating Presence II,"As a quick action, you may roll Intimidation against each creature of your choice within 6 spaces of you. If your roll equals or exceeds their Resolve score(s), the target(s) gains the Frightened 3 condition for 1 minute, rolling against your Intimidate Score to overcome on subsequent turns.",,,,Intimidate,4,,,,,,,2,4,2,Full,Utility,,"Intimidation,Frightened",true,false
353,Intimidating Stance,"As a basic action, you can roll Intimidate. Target creature that can see or hear you within 6 spaces whose Resolve is less than your Intimidate roll gains the Weakened condition with a level equal to half your Intimidate Bonus.",,Charisma,1,Intimidate,3,,,,,,,1,,1,Partial,Utility,Charisma,"Intimidation,Weakened",true,false
770,Intimidating Stance II,"As a basic action, you can roll Intimidate. Up to two target creatures that can see or hear you within 6 spaces whose Resolve is less than your Intimidate roll gains the Weakened condition with a level equal to half your Intimidate Bonus.",,Charisma,1,Intimidate,4,,,,,,,2,4,2,Partial,Utility,Charisma,"Intimidation,Weakened",true,false
354,Invasive Attack,"When you hit a target with an attack, you remove its resistance to one damage type or make it vulnerable to one damage type for 5 rounds. You can choose to apply this effect before dealing damage.",,,,,,,,,,,,1,,2,Full,Offensive,,"Attack,Resistance Reduction,Vulnerability,",false,false
355,Invisible Insight,"When rolling insight, you may do so with no penalty or difficulty score increase due to creature's being unseen by you when rolling, or if seen, unheard instead.",,,,,,,,,,,,1,,,,,,,true,false
356,Jack of All Trades,"If you are unproficient with a skill, you may add +1 to skill rolls made with that skill.",,,,,,,,,,,,1,,,,Utility,,Skill Roll,true,false
357,Jack of All Trades II,"If you are unproficient with a skill, you may add +2 to skill rolls made with that skill.",,,,,,,,,,,,2,6,,,Utility,,Skill Roll,true,false
358,Jump into Action,"Whenever you enter a state, you may move up to half of your movement for free.",,,,,,state,,,,,,1,,,,Utility,,"State,Movement",true,true
359,Keen Observer,When you fail a Perceive roll you may choose to roll again and take the higher result.,,,,Perceive,3,,,,,,,1,,2,Full,Utility,Acuity,"Perception,Re-roll",true,false
360,Keep it Together,"Outside of combat, you may ignore the effects of any negative conditions affecting you for 1 hour.",,Vitality,2,,,,,,,,,1,,1,Full,Utility,Vitality,Condition Removal,true,false
771,Keep it Together II,"Outside of combat, you may ignore the effects of any negative conditions affecting you for 1 hour.",,Vitality,2,,,,,,,,,2,4,3,Full,Utility,Vitality,Condition Removal,true,false
361,Kiting,"Once per round, when an enemy moves within 1 space of you, you can use a free reaction to move up to 2 spaces. Each additional use in the same round costs a quick reaction.",,,,,,,,,,,,1,,,,Movement,Agility,"Reaction,Melee,Enemy Count,",false,false
362,Knowledgeable Surgeon,"When you make a Medicine or Triage skill check to restore Health, you may spend an Action Point to gain a bonus to the roll equal to your Intelligence. You may only do this once per roll.",,Intelligence,2,Medicine,,,,,,,,1,,3,Partial,Utility,Intelligence,"Medicine,Triage,Action Point Cost,",true,false
363,Last Minute Luck,"As a quick reaction to being hit by an attack, you may cause the attack to miss instead. You may do so after knowing the damage the attack would deal if any.",,,,,,,,,,,,1,,2,Partial,Defensive,,"Quick Reaction,Attack Avoidance,",false,false
364,Last Second Dodge,"When you would be affected by an area of effect but you are located within one space of the border of its area, you may use a quick reaction to move outside of the area and avoid being affected.",,,,,,,,,,,,1,3,3,Full,Defensive,Agility,"Area of Effect,Situational,",false,false
